Datetime,Open,High,Low,Close,Volume
2021-08-23 09:30:00-04:00,685.4420166015625,685.9500122070312,683.2899780273438,684.4500122070312,364817
2021-08-23 09:31:00-04:00,684.010009765625,684.030029296875,682.4949951171875,683.1099853515625,33605
2021-08-23 09:33:00-04:00,683.0,683.0,682.5001220703125,682.5001220703125,231256
2021-08-23 09:34:00-04:00,681.0,682.0798950195312,680.75048828125,682.0700073242188,72581
2021-08-23 09:35:00-04:00,681.5,682.8798828125,681.0900268554688,682.280029296875,60521
2021-08-23 09:36:00-04:00,682.5,682.6900024414062,681.6099853515625,682.0695190429688,52863
2021-08-23 09:37:00-04:00,682.0,682.0,681.6199951171875,681.9799194335938,35446
2021-08-23 09:38:00-04:00,682.5,682.5,681.9600219726562,681.9600219726562,56335
2021-08-23 09:39:00-04:00,681.5,682.2100219726562,681.47998046875,682.1699829101562,50153
2021-08-23 09:40:00-04:00,682.0,682.6500244140625,682.0,682.6500244140625,42522
2021-08-23 09:41:00-04:00,682.5,683.0,682.5,682.9000244140625,62733
2021-08-23 09:42:00-04:00,683.0,683.3099975585938,682.8300170898438,683.1854248046875,54827
2021-08-23 09:43:00-04:00,684.0,685.869873046875,684.0,685.47998046875,91022
2021-08-23 09:44:00-04:00,685.75,687.7098999023438,685.6599731445312,686.9998779296875,122673
2021-08-23 09:45:00-04:00,689.0,689.3889770507812,689.0,689.2800903320312,144540
2021-08-23 09:46:00-04:00,689.75,690.25,689.3499755859375,689.6599731445312,133381
2021-08-23 09:47:00-04:00,689.75,690.7999267578125,689.5599975585938,690.6900024414062,86250
2021-08-23 09:48:00-04:00,692.0,692.2999877929688,691.7999877929688,692.0,192817
2021-08-23 09:49:00-04:00,692.25,693.2999877929688,692.0,692.6900024414062,108945
2021-08-23 09:50:00-04:00,693.0,695.0,692.9736938476562,694.9400024414062,198601
2021-08-23 09:51:00-04:00,696.0,696.5999755859375,695.7949829101562,696.4500732421875,147853
2021-08-23 09:52:00-04:00,696.0,696.219970703125,696.0,696.2103881835938,167187
2021-08-23 09:53:00-04:00,695.25,695.2919921875,695.0,695.1663208007812,152644
2021-08-23 09:54:00-04:00,695.5,696.281005859375,695.5,696.0399780273438,98378
2021-08-23 09:55:00-04:00,696.9849853515625,697.1900024414062,695.6400146484375,695.6799926757812,137051
2021-08-23 09:56:00-04:00,695.0,695.8200073242188,694.8499755859375,695.6699829101562,113757
2021-08-23 09:57:00-04:00,696.0,696.0,694.7899780273438,694.7999877929688,75000
2021-08-23 09:58:00-04:00,695.0,695.6799926757812,694.6329956054688,694.8900146484375,67839
2021-08-23 09:59:00-04:00,694.9752807617188,695.659912109375,694.3499755859375,694.489990234375,110264
2021-08-23 10:00:00-04:00,694.510009765625,695.8900146484375,694.3900146484375,695.0300903320312,113573
2021-08-23 10:01:00-04:00,695.2999877929688,697.260009765625,694.8001098632812,697.0299072265625,163483
2021-08-23 10:02:00-04:00,696.989501953125,698.2999877929688,696.27001953125,697.2894287109375,157570
2021-08-23 10:03:00-04:00,697.2750244140625,697.6378173828125,695.5499877929688,696.8300170898438,82413
2021-08-23 10:04:00-04:00,696.6599731445312,698.1300048828125,696.19921875,698.08642578125,88301
2021-08-23 10:05:00-04:00,698.1099853515625,699.0,697.2100219726562,698.5932006835938,155201
2021-08-23 10:06:00-04:00,698.7000122070312,699.0,698.0999755859375,698.4401245117188,67210
2021-08-23 10:07:00-04:00,698.5153198242188,699.2299194335938,698.0900268554688,698.1900024414062,77183
2021-08-23 10:08:00-04:00,698.0499877929688,698.75,697.5999755859375,698.75,50052
2021-08-23 10:09:00-04:00,698.6799926757812,699.0,698.0001220703125,698.239990234375,107768
2021-08-23 10:10:00-04:00,698.3499755859375,698.5800170898438,696.8099975585938,697.5900268554688,65404
2021-08-23 10:11:00-04:00,697.5499877929688,698.260009765625,696.7637939453125,697.658203125,94602
2021-08-23 10:12:00-04:00,697.6854858398438,698.3200073242188,697.0999755859375,698.109375,49572
2021-08-23 10:13:00-04:00,698.0067749023438,698.6699829101562,697.4401245117188,698.39501953125,64528
2021-08-23 10:14:00-04:00,698.3400268554688,699.0,698.1318969726562,698.851806640625,87836
2021-08-23 10:15:00-04:00,698.760009765625,700.0,698.760009765625,699.4099731445312,162367
2021-08-23 10:16:00-04:00,699.530029296875,701.1798706054688,699.3408813476562,700.5599975585938,267377
2021-08-23 10:17:00-04:00,700.6950073242188,701.2098999023438,700.260009765625,700.47998046875,111622
2021-08-23 10:18:00-04:00,700.5,700.8499145507812,699.8800048828125,700.5999145507812,107809
2021-08-23 10:19:00-04:00,700.5399780273438,700.5399780273438,699.5499877929688,699.7299194335938,57114
2021-08-23 10:20:00-04:00,699.6300048828125,702.9000244140625,699.5684204101562,702.4400024414062,209602
2021-08-23 10:21:00-04:00,702.4600219726562,703.72998046875,702.3200073242188,703.405029296875,145185
2021-08-23 10:22:00-04:00,703.469970703125,703.469970703125,702.4401245117188,703.0175170898438,86980
2021-08-23 10:23:00-04:00,702.9891967773438,703.285888671875,702.3511962890625,703.1599731445312,78176
2021-08-23 10:24:00-04:00,703.260009765625,703.27001953125,702.6099853515625,703.0,51306
