Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-01-02,121.66000366210938,122.16000366210938,121.33999633789062,122.1500015258789,116.66803741455078,19841500,0.0,0
2019-01-03,122.29000091552734,123.86000061035156,122.2300033569336,123.54000091552734,117.99566650390625,21187000,0.0,0
2019-01-04,122.33999633789062,122.55999755859375,121.6500015258789,122.11000061035156,116.62982177734375,12970200,0.0,0
2019-01-07,122.62000274658203,122.6500015258789,121.62000274658203,121.75,116.2859878540039,8498100,0.0,0
2019-01-08,121.69000244140625,121.94000244140625,121.38999938964844,121.43000030517578,115.98033905029297,7737100,0.0,0
2019-01-09,121.26000213623047,121.43000030517578,120.80000305175781,121.23999786376953,115.79888916015625,9349200,0.0,0
2019-01-10,121.27999877929688,121.41000366210938,120.33999633789062,120.45999908447266,115.05387115478516,8222900,0.0,0
2019-01-11,120.83000183105469,121.2699966430664,120.68000030517578,120.93000030517578,115.5027847290039,5786900,0.0,0
2019-01-14,120.9000015258789,121.01000213623047,120.23999786376953,120.4800033569336,115.07298278808594,6730500,0.0,0
2019-01-15,120.55999755859375,120.56999969482422,119.94999694824219,120.04000091552734,114.65274047851562,8997400,0.0,0
2019-01-16,119.58999633789062,120.38999938964844,119.51000213623047,120.16000366210938,114.76734161376953,6048400,0.0,0
2019-01-17,120.22000122070312,120.52999877929688,119.88999938964844,120.19000244140625,114.79601287841797,8153400,0.0,0
2019-01-18,119.83999633789062,120.12000274658203,119.38999938964844,119.55999755859375,114.19426727294922,14106400,0.0,0
2019-01-22,120.30999755859375,120.72000122070312,120.06999969482422,120.37000274658203,114.96794128417969,8881100,0.0,0
2019-01-23,119.87999725341797,120.62000274658203,119.83000183105469,120.31999969482422,114.920166015625,5776800,0.0,0
2019-01-24,120.91000366210938,121.26000213623047,120.70999908447266,121.11000061035156,115.6747055053711,7121900,0.0,0
2019-01-25,120.58999633789062,120.75,120.31999969482422,120.52999877929688,115.12073516845703,6460800,0.0,0
2019-01-28,120.54000091552734,120.94000244140625,120.41000366210938,120.41000366210938,115.00611114501953,6435800,0.0,0
2019-01-29,120.52999877929688,121.04000091552734,120.38999938964844,121.0199966430664,115.58873748779297,5750100,0.0,0
