time,open,high,low,close,volume
2021-07-01 09:30:00-04:00,114.17,114.17,114.17,114.17,322
2021-07-01 09:46:00-04:00,114.37,114.37,114.37,114.37,600
2021-07-01 09:51:00-04:00,114.3,114.3,114.3,114.3,100
2021-07-01 09:53:00-04:00,114.37,114.37,114.37,114.37,200
2021-07-01 10:08:00-04:00,114.55,114.55,114.55,114.55,500
2021-07-01 10:09:00-04:00,114.51,114.53,114.51,114.53,200
2021-07-01 10:12:00-04:00,114.53,114.53,114.53,114.53,100
2021-07-01 10:14:00-04:00,114.535,114.535,114.535,114.535,371
2021-07-01 10:15:00-04:00,114.595,114.6,114.575,114.575,4100
2021-07-01 10:16:00-04:00,114.555,114.555,114.535,114.535,2900
2021-07-01 10:24:00-04:00,114.39,114.39,114.37,114.37,400
2021-07-01 10:31:00-04:00,114.41,114.41,114.41,114.41,600
2021-07-01 10:32:00-04:00,114.315,114.315,114.315,114.315,100
2021-07-01 10:33:00-04:00,114.36,114.37,114.36,114.37,722
2021-07-01 10:34:00-04:00,114.42,114.42,114.42,114.42,622
2021-07-01 10:35:00-04:00,114.41,114.41,114.41,114.41,100
2021-07-01 10:36:00-04:00,114.46,114.46,114.46,114.46,168
2021-07-01 10:40:00-04:00,114.49,114.49,114.49,114.49,200
2021-07-01 10:42:00-04:00,114.48,114.48,114.48,114.48,600
2021-07-01 10:44:00-04:00,114.52,114.52,114.52,114.52,1000
2021-07-01 10:51:00-04:00,114.54,114.54,114.54,114.54,200
2021-07-01 10:52:00-04:00,114.54,114.54,114.54,114.54,600
2021-07-01 10:57:00-04:00,114.47,114.47,114.47,114.47,100
2021-07-01 10:59:00-04:00,114.49,114.49,114.49,114.49,100
2021-07-01 11:00:00-04:00,114.58,114.58,114.58,114.58,100
2021-07-01 11:03:00-04:00,114.55,114.56,114.55,114.56,300
2021-07-01 11:06:00-04:00,114.6,114.6,114.6,114.6,100
2021-07-01 11:07:00-04:00,114.56,114.56,114.56,114.56,100
2021-07-01 11:08:00-04:00,114.51,114.51,114.51,114.51,600
2021-07-01 11:09:00-04:00,114.46,114.46,114.46,114.46,100
2021-07-01 11:10:00-04:00,114.43,114.43,114.34,114.34,5516
2021-07-01 11:13:00-04:00,114.3,114.3,114.25,114.25,5428
2021-07-01 11:14:00-04:00,114.24,114.24,114.24,114.24,100
2021-07-01 11:16:00-04:00,114.26,114.29,114.26,114.27,2916
2021-07-01 11:17:00-04:00,114.27,114.27,114.27,114.27,600
2021-07-01 11:19:00-04:00,114.13,114.13,114.12,114.12,952
2021-07-01 11:20:00-04:00,114.15,114.15,114.15,114.15,200
2021-07-01 11:21:00-04:00,114.17,114.17,114.135,114.15,900
2021-07-01 11:29:00-04:00,114.37,114.37,114.37,114.37,600
2021-07-01 11:50:00-04:00,114.48,114.48,114.46,114.46,700
2021-07-01 11:56:00-04:00,114.59,114.59,114.57,114.57,1200
2021-07-01 12:03:00-04:00,114.53,114.53,114.53,114.53,600
2021-07-01 12:05:00-04:00,114.58,114.58,114.58,114.58,600
2021-07-01 12:07:00-04:00,114.575,114.575,114.575,114.575,100
2021-07-01 12:12:00-04:00,114.53,114.53,114.53,114.53,200
2021-07-01 12:19:00-04:00,114.51,114.51,114.51,114.51,600
2021-07-01 12:21:00-04:00,114.455,114.455,114.455,114.455,100
2021-07-01 12:31:00-04:00,114.51,114.55,114.51,114.55,990
2021-07-01 12:37:00-04:00,114.51,114.51,114.51,114.51,100
2021-07-01 12:39:00-04:00,114.44,114.44,114.44,114.44,1000
2021-07-01 12:40:00-04:00,114.43,114.43,114.43,114.43,100
2021-07-01 12:44:00-04:00,114.51,114.51,114.51,114.51,200
2021-07-01 12:48:00-04:00,114.5,114.5,114.5,114.5,200
2021-07-01 12:57:00-04:00,114.48,114.48,114.48,114.48,600
2021-07-01 13:00:00-04:00,114.47,114.47,114.47,114.47,200
2021-07-01 13:02:00-04:00,114.48,114.48,114.48,114.48,600
2021-07-01 13:11:00-04:00,114.57,114.57,114.57,114.57,100
2021-07-01 13:15:00-04:00,114.57,114.57,114.555,114.555,700
2021-07-01 13:17:00-04:00,114.56,114.575,114.56,114.575,300
2021-07-01 13:29:00-04:00,114.67,114.67,114.67,114.67,600
2021-07-01 13:33:00-04:00,114.78,114.79,114.78,114.79,3610
2021-07-01 13:34:00-04:00,114.78,114.9,114.78,114.9,15702
2021-07-01 13:36:00-04:00,114.88,114.95,114.88,114.95,9839
2021-07-01 13:37:00-04:00,114.98,114.98,114.98,114.98,600
2021-07-01 13:38:00-04:00,114.95,114.95,114.95,114.95,500
2021-07-01 13:39:00-04:00,114.99,115.06,114.99,115.06,4400
2021-07-01 13:41:00-04:00,115.01,115.04,115.01,115.04,2866
2021-07-01 13:47:00-04:00,114.98,114.98,114.98,114.98,100
2021-07-01 13:48:00-04:00,115.0,115.0,115.0,115.0,100
2021-07-01 13:50:00-04:00,114.89,114.91,114.89,114.91,2200
2021-07-01 13:53:00-04:00,114.9,114.9,114.9,114.9,100
2021-07-01 13:58:00-04:00,114.83,114.83,114.83,114.83,120
2021-07-01 14:01:00-04:00,114.78,114.78,114.78,114.78,100
2021-07-01 14:04:00-04:00,114.88,114.88,114.88,114.88,100
2021-07-01 14:07:00-04:00,114.88,114.88,114.88,114.88,700
2021-07-01 14:14:00-04:00,114.83,114.83,114.83,114.83,100
2021-07-01 14:19:00-04:00,114.945,114.945,114.945,114.945,100
2021-07-01 14:24:00-04:00,114.98,115.0,114.98,115.0,401
2021-07-01 14:27:00-04:00,115.035,115.035,115.035,115.035,100
2021-07-01 14:31:00-04:00,115.06,115.06,115.06,115.06,602
2021-07-01 14:33:00-04:00,115.1,115.1,115.1,115.1,100
2021-07-01 14:40:00-04:00,115.065,115.065,115.065,115.065,100
2021-07-01 14:41:00-04:00,115.1,115.1,115.1,115.1,100
2021-07-01 14:48:00-04:00,115.18,115.18,115.18,115.18,100
2021-07-01 15:00:00-04:00,115.21,115.21,115.205,115.205,200
2021-07-01 15:02:00-04:00,115.265,115.265,115.265,115.265,100
2021-07-01 15:04:00-04:00,115.24,115.24,115.24,115.24,108
2021-07-01 15:07:00-04:00,115.16,115.16,115.14,115.14,400
2021-07-01 15:08:00-04:00,115.2,115.2,115.2,115.2,100
2021-07-01 15:15:00-04:00,115.2,115.2,115.2,115.2,200
2021-07-01 15:16:00-04:00,115.21,115.21,115.21,115.21,600
2021-07-01 15:18:00-04:00,115.14,115.14,115.14,115.14,600
2021-07-01 15:24:00-04:00,115.23,115.23,115.23,115.23,600
2021-07-01 15:26:00-04:00,115.2,115.2,115.2,115.2,600
2021-07-01 15:40:00-04:00,115.13,115.13,115.13,115.13,100
2021-07-01 15:43:00-04:00,115.04,115.04,115.04,115.04,600
2021-07-01 15:51:00-04:00,115.05,115.05,115.05,115.05,100
2021-07-01 15:56:00-04:00,115.07,115.07,115.07,115.07,100
2021-07-01 15:59:00-04:00,115.18,115.18,115.18,115.18,800
2021-07-02 09:30:00-04:00,116.23,116.23,116.06,116.06,5611
2021-07-02 09:31:00-04:00,116.03,116.08,115.99,116.08,7294
2021-07-02 09:32:00-04:00,116.1,116.12,116.07,116.08,4208
2021-07-02 09:34:00-04:00,116.17,116.18,116.17,116.18,1110
2021-07-02 09:37:00-04:00,116.15,116.15,116.15,116.15,600
2021-07-02 09:50:00-04:00,116.36,116.37,116.32,116.32,6320
2021-07-02 09:51:00-04:00,116.36,116.36,116.32,116.33,1400
2021-07-02 09:52:00-04:00,116.34,116.34,116.34,116.34,600
2021-07-02 09:53:00-04:00,116.39,116.39,116.39,116.39,504
2021-07-02 09:57:00-04:00,116.33,116.33,116.33,116.33,171
2021-07-02 10:02:00-04:00,116.36,116.36,116.36,116.36,300
2021-07-02 10:07:00-04:00,116.37,116.37,116.37,116.37,600
2021-07-02 10:11:00-04:00,116.3,116.3,116.3,116.3,182
2021-07-02 10:16:00-04:00,116.29,116.29,116.29,116.29,100
2021-07-02 10:18:00-04:00,116.41,116.41,116.41,116.41,600
2021-07-02 10:21:00-04:00,116.35,116.35,116.35,116.35,601
2021-07-02 10:22:00-04:00,116.35,116.35,116.35,116.35,600
2021-07-02 10:24:00-04:00,116.41,116.41,116.41,116.41,600
2021-07-02 10:29:00-04:00,116.39,116.39,116.39,116.39,600
2021-07-02 10:30:00-04:00,116.41,116.41,116.34,116.34,800
2021-07-02 10:32:00-04:00,116.34,116.34,116.34,116.34,700
2021-07-02 10:40:00-04:00,116.41,116.41,116.39,116.39,1200
2021-07-02 10:41:00-04:00,116.37,116.37,116.37,116.37,100
2021-07-02 10:46:00-04:00,116.32,116.32,116.32,116.32,600
2021-07-02 10:51:00-04:00,116.3,116.31,116.3,116.31,1200
2021-07-02 10:53:00-04:00,116.43,116.43,116.43,116.43,600
2021-07-02 10:59:00-04:00,116.4,116.4,116.38,116.38,300
2021-07-02 11:00:00-04:00,116.4,116.4,116.4,116.4,600
2021-07-02 11:07:00-04:00,116.42,116.42,116.42,116.42,100
2021-07-02 11:08:00-04:00,116.425,116.425,116.39,116.39,700
2021-07-02 11:09:00-04:00,116.37,116.37,116.37,116.37,600
2021-07-02 11:10:00-04:00,116.41,116.41,116.41,116.41,1200
2021-07-02 11:11:00-04:00,116.43,116.44,116.43,116.44,700
2021-07-02 11:12:00-04:00,116.48,116.48,116.48,116.48,600
2021-07-02 11:15:00-04:00,116.45,116.45,116.45,116.45,600
2021-07-02 11:18:00-04:00,116.48,116.48,116.48,116.48,100
2021-07-02 11:21:00-04:00,116.45,116.45,116.45,116.45,100
2021-07-02 11:23:00-04:00,116.47,116.47,116.47,116.47,1600
2021-07-02 11:24:00-04:00,116.49,116.49,116.49,116.49,100
2021-07-02 11:25:00-04:00,116.46,116.46,116.46,116.46,1000
2021-07-02 11:28:00-04:00,116.48,116.48,116.48,116.48,105
2021-07-02 11:30:00-04:00,116.56,116.56,116.535,116.535,700
2021-07-02 11:33:00-04:00,116.55,116.55,116.55,116.55,600
2021-07-02 11:35:00-04:00,116.55,116.55,116.55,116.55,1700
2021-07-02 11:36:00-04:00,116.55,116.56,116.55,116.56,1100
2021-07-02 11:42:00-04:00,116.55,116.55,116.55,116.55,100
2021-07-02 11:47:00-04:00,116.68,116.72,116.68,116.72,2200
2021-07-02 11:49:00-04:00,116.73,116.73,116.73,116.73,100
2021-07-02 11:50:00-04:00,116.74,116.74,116.74,116.74,375
2021-07-02 11:51:00-04:00,116.75,116.75,116.75,116.75,100
2021-07-02 11:52:00-04:00,116.78,116.78,116.78,116.78,700
2021-07-02 11:56:00-04:00,116.92,116.96,116.92,116.96,700
2021-07-02 11:57:00-04:00,116.92,116.92,116.92,116.92,600
