date,open,high,low,close,volume
2021-09-15 09:30:00,12.05,12.6,11.725,12.4,-1
2021-09-15 09:31:00,12.4,12.425,11.75,12.2,-1
2021-09-15 09:32:00,12.2,12.55,11.475,11.85,-1
2021-09-15 09:33:00,11.85,12.0,11.775,11.975,-1
2021-09-15 09:34:00,11.975,12.15,11.925,11.95,-1
2021-09-15 09:35:00,11.95,12.2,11.625,11.925,-1
2021-09-15 09:36:00,11.925,11.975,11.725,11.725,-1
2021-09-15 09:37:00,11.725,11.8,11.525,11.675,-1
2021-09-15 09:38:00,11.675,11.7,11.45,11.625,-1
2021-09-15 09:39:00,11.625,11.75,11.475,11.65,-1
2021-09-15 09:40:00,11.65,11.8,11.625,11.675,-1
2021-09-15 09:41:00,11.675,11.775,11.45,11.525,-1
2021-09-15 09:42:00,11.525,11.575,11.325,11.35,-1
2021-09-15 09:43:00,11.35,11.475,11.275,11.425,-1
2021-09-15 09:44:00,11.425,11.475,11.2,11.325,-1
2021-09-15 09:45:00,11.325,11.525,11.275,11.525,-1
2021-09-15 09:46:00,11.525,11.6,11.475,11.55,-1
2021-09-15 09:47:00,11.55,11.575,11.45,11.525,-1
2021-09-15 09:48:00,11.525,11.65,11.45,11.475,-1
2021-09-15 09:49:00,11.475,11.525,11.425,11.425,-1
2021-09-15 09:50:00,11.425,11.475,11.3,11.325,-1
2021-09-15 09:51:00,11.325,11.325,11.2,11.225,-1
2021-09-15 09:52:00,11.225,11.225,11.025,11.025,-1
2021-09-15 09:53:00,11.025,11.075,10.975,10.975,-1
2021-09-15 09:54:00,10.975,11.075,10.925,10.925,-1
2021-09-15 09:55:00,10.925,11.025,10.85,10.875,-1
2021-09-15 09:56:00,10.875,11.025,10.775,10.925,-1
2021-09-15 09:57:00,10.925,11.075,10.925,11.075,-1
2021-09-15 09:58:00,11.075,11.15,11.025,11.15,-1
2021-09-15 09:59:00,11.15,11.2,11.125,11.175,-1
2021-09-15 10:00:00,11.175,11.275,11.075,11.075,-1
2021-09-15 10:01:00,11.075,11.1,10.95,10.975,-1
2021-09-15 10:02:00,10.975,11.15,10.975,11.15,-1
2021-09-15 10:03:00,11.15,11.15,11.075,11.075,-1
2021-09-15 10:04:00,11.075,11.1,11.0,11.025,-1
2021-09-15 10:05:00,11.025,11.025,10.925,10.925,-1
2021-09-15 10:06:00,10.925,11.0,10.9,10.9,-1
2021-09-15 10:07:00,10.9,10.975,10.875,10.95,-1
2021-09-15 10:08:00,10.95,11.025,10.875,10.925,-1
2021-09-15 10:09:00,10.925,11.05,10.925,11.025,-1
2021-09-15 10:10:00,11.025,11.075,11.025,11.05,-1
2021-09-15 10:11:00,11.05,11.05,10.875,10.875,-1
2021-09-15 10:12:00,10.875,10.9,10.675,10.7,-1
2021-09-15 10:13:00,10.7,10.75,10.6,10.725,-1
2021-09-15 10:14:00,10.725,10.775,10.6,10.625,-1
2021-09-15 10:15:00,10.625,10.7,10.575,10.675,-1
2021-09-15 10:16:00,10.675,10.725,10.575,10.675,-1
2021-09-15 10:17:00,10.675,10.675,10.625,10.675,-1
2021-09-15 10:18:00,10.675,10.675,10.625,10.625,-1
2021-09-15 10:19:00,10.625,10.625,10.55,10.625,-1
2021-09-15 10:20:00,10.625,10.725,10.575,10.725,-1
2021-09-15 10:21:00,10.725,10.775,10.675,10.675,-1
2021-09-15 10:22:00,10.675,10.675,10.625,10.675,-1
2021-09-15 10:23:00,10.675,10.675,10.625,10.625,-1
2021-09-15 10:24:00,10.625,10.625,10.575,10.575,-1
2021-09-15 10:25:00,10.575,10.725,10.575,10.675,-1
2021-09-15 10:26:00,10.675,10.775,10.65,10.675,-1
2021-09-15 10:27:00,10.675,10.725,10.625,10.675,-1
2021-09-15 10:28:00,10.675,10.7,10.575,10.625,-1
2021-09-15 10:29:00,10.625,10.625,10.425,10.525,-1
2021-09-15 10:30:00,10.525,10.625,10.475,10.575,-1
2021-09-15 10:31:00,10.575,10.625,10.55,10.55,-1
2021-09-15 10:32:00,10.55,10.575,10.475,10.475,-1
2021-09-15 10:33:00,10.475,10.55,10.325,10.425,-1
2021-09-15 10:34:00,10.425,10.575,10.4,10.525,-1
2021-09-15 10:35:00,10.525,10.675,10.525,10.675,-1
2021-09-15 10:36:00,10.675,10.675,10.575,10.65,-1
2021-09-15 10:37:00,10.65,10.725,10.625,10.725,-1
2021-09-15 10:38:00,10.725,10.825,10.725,10.775,-1
2021-09-15 10:39:00,10.775,10.775,10.7,10.725,-1
2021-09-15 10:40:00,10.725,10.725,10.675,10.675,-1
2021-09-15 10:41:00,10.675,10.775,10.675,10.775,-1
2021-09-15 10:42:00,10.775,10.775,10.6,10.625,-1
2021-09-15 10:43:00,10.625,10.675,10.525,10.575,-1
2021-09-15 10:44:00,10.575,10.625,10.575,10.625,-1
