date,open,high,low,close,volume
2021-09-15 09:30:00,10.575,11.7,10.4,10.975,-1
2021-09-15 09:31:00,10.975,11.05,10.5,10.75,-1
2021-09-15 09:32:00,10.75,10.825,10.2,10.375,-1
2021-09-15 09:33:00,10.375,10.575,10.275,10.5,-1
2021-09-15 09:34:00,10.5,10.675,10.425,10.45,-1
2021-09-15 09:35:00,10.45,10.525,10.25,10.425,-1
2021-09-15 09:36:00,10.425,10.475,10.2,10.2,-1
2021-09-15 09:37:00,10.2,10.275,10.075,10.125,-1
2021-09-15 09:38:00,10.125,10.175,10.025,10.1,-1
2021-09-15 09:39:00,10.1,10.225,10.05,10.125,-1
2021-09-15 09:40:00,10.125,10.3,10.125,10.15,-1
2021-09-15 09:41:00,10.15,10.15,9.925,10.0,-1
2021-09-15 09:42:00,10.0,10.025,9.8,9.8,-1
2021-09-15 09:43:00,9.8,9.95,9.8,9.85,-1
2021-09-15 09:44:00,9.85,9.925,9.725,9.75,-1
2021-09-15 09:45:00,9.75,10.0,9.75,9.975,-1
2021-09-15 09:46:00,9.975,10.1,9.925,10.05,-1
2021-09-15 09:47:00,10.05,10.05,9.95,10.0,-1
2021-09-15 09:48:00,10.0,10.15,9.95,9.95,-1
2021-09-15 09:49:00,9.95,10.0,9.875,9.925,-1
2021-09-15 09:50:00,9.925,9.95,9.75,9.775,-1
2021-09-15 09:51:00,9.775,9.8,9.65,9.675,-1
2021-09-15 09:52:00,9.675,9.7,9.45,9.45,-1
2021-09-15 09:53:00,9.45,9.5,9.4,9.4,-1
2021-09-15 09:54:00,9.4,9.5,9.3,9.3,-1
2021-09-15 09:55:00,9.3,9.5,9.275,9.3,-1
2021-09-15 09:56:00,9.3,9.45,9.25,9.325,-1
2021-09-15 09:57:00,9.325,9.5,9.325,9.5,-1
2021-09-15 09:58:00,9.5,9.6,9.45,9.6,-1
2021-09-15 09:59:00,9.6,9.65,9.55,9.65,-1
2021-09-15 10:00:00,9.65,9.75,9.5,9.525,-1
2021-09-15 10:01:00,9.525,9.55,9.375,9.4,-1
2021-09-15 10:02:00,9.4,9.6,9.4,9.6,-1
