timestamp,open,high,low,close,volume,trade_count,vwap
2021-01-01 06:00:00+00:00,29255.71,29283.39,29237.45,29257.99,0.815545,43.0,29265.1783848224
2021-01-01 06:01:00+00:00,29257.99,29288.02,29247.68,29287.98,0.902745,48.0,29257.8856962044
2021-01-01 06:02:00+00:00,29272.82,29298.57,29269.44,29277.34,0.640464,21.0,29278.6358434198
2021-01-01 06:03:00+00:00,29275.9,29325.96,29267.14,29313.08,0.846665,52.0,29297.9365518475
2021-01-01 06:04:00+00:00,29299.67,29310.11,29299.67,29304.62,0.080195,15.0,29305.049500717
2021-01-01 06:05:00+00:00,29310.66,29338.25,29306.27,29324.99,0.436222,28.0,29327.4048259143
2021-01-01 06:06:00+00:00,29325.01,29338.25,29298.04,29307.79,1.173121,27.0,29333.8514995725
2021-01-01 06:07:00+00:00,29308.39,29308.39,29308.39,29308.39,0.070699,3.0,29308.39
2021-01-01 06:08:00+00:00,29307.17,29308.39,29307.17,29308.39,0.017619,6.0,29307.8859503945
2021-01-01 06:09:00+00:00,29307.41,29308.37,29300.0,29300.0,0.138355,8.0,29306.8467248021
2021-01-01 06:10:00+00:00,29280.21,29315.63,29280.21,29285.6,1.251187,31.0,29298.0022123791
2021-01-01 06:11:00+00:00,29285.61,29298.74,29279.46,29291.76,0.592632,33.0,29290.5203768612
2021-01-01 06:12:00+00:00,29284.73,29313.84,29284.73,29285.27,1.535561,17.0,29301.9422549348
2021-01-01 06:13:00+00:00,29286.74,29300.8,29272.91,29291.85,0.632561,17.0,29286.6044903812
2021-01-01 06:14:00+00:00,29282.53,29291.25,29282.47,29282.47,0.770204,20.0,29284.7823216187
2021-01-01 06:15:00+00:00,29282.48,29309.44,29282.47,29282.47,0.092116,13.0,29288.7878391376
2021-01-01 06:16:00+00:00,29282.47,29284.13,29282.47,29282.47,0.094945,14.0,29283.450503976
2021-01-01 06:17:00+00:00,29282.47,29282.47,29247.17,29251.77,0.346879,18.0,29253.1986496156
2021-01-01 06:18:00+00:00,29250.52,29251.63,29232.31,29245.58,0.361568,28.0,29239.7002042769
2021-01-01 06:19:00+00:00,29245.58,29245.58,29210.05,29212.16,0.307367,22.0,29221.014523485
2021-01-01 06:20:00+00:00,29212.82,29269.01,29212.82,29253.77,0.767286,43.0,29236.2033546943
2021-01-01 06:21:00+00:00,29242.97,29265.04,29238.23,29262.19,0.090284,21.0,29256.8770166364
2021-01-01 06:22:00+00:00,29262.19,29285.05,29262.04,29262.04,0.860309,20.0,29269.7235689618
2021-01-01 06:23:00+00:00,29262.08,29263.04,29230.44,29238.95,0.203751,9.0,29255.0653943784
2021-01-01 06:24:00+00:00,29220.67,29256.96,29220.53,29220.53,0.584125,37.0,29235.5421217205
2021-01-01 06:25:00+00:00,29220.53,29221.99,29209.8,29209.8,0.141148,13.0,29220.5912110692
2021-01-01 06:26:00+00:00,29209.8,29209.8,29175.0,29175.0,2.1282,43.0,29182.2477824922
2021-01-01 06:27:00+00:00,29183.04,29219.71,29183.04,29219.71,0.462607,20.0,29202.2178561068
2021-01-01 06:28:00+00:00,29216.32,29221.04,29185.84,29186.46,0.655373,24.0,29198.6967319374
2021-01-01 06:29:00+00:00,29190.19,29192.61,29173.76,29192.61,1.186381,14.0,29186.6739750889
2021-01-01 06:30:00+00:00,29175.77,29207.95,29168.08,29207.95,0.795694,21.0,29192.8433021488
2021-01-01 06:31:00+00:00,29209.42,29226.98,29197.05,29218.89,2.291293,27.0,29221.0491739817
2021-01-01 06:32:00+00:00,29218.89,29235.1,29205.09,29205.09,2.654077,27.0,29228.9133230611
2021-01-01 06:33:00+00:00,29215.0,29215.0,29153.55,29171.22,3.163467,33.0,29193.5844817316
2021-01-01 06:34:00+00:00,29171.22,29215.0,29171.22,29201.42,0.351751,32.0,29199.1746411808
2021-01-01 06:35:00+00:00,29214.9,29233.07,29214.43,29220.08,0.118841,13.0,29223.3050843564
