Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,238.69454956054688,126925200,0.0,0
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,232.99859619140625,144140700,0.0,0
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,240.80307006835938,142628800,0.0,0
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,242.7017059326172,103139100,0.0,0
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,244.9820098876953,102512600,0.0,0
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,246.12692260742188,95006600,0.0,0
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,246.9951629638672,96823900,0.0,0
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,247.09051513671875,73858100,0.0,0
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,245.5830535888672,70908200,0.0,0
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,248.39761352539062,85208300,0.0,0
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,248.9987030029297,77636700,0.0,0
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,250.88783264160156,96118400,0.0,0
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,254.2271270751953,127900300,0.0,0
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,250.7924041748047,115531200,0.0,0
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,251.3171844482422,86030300,0.0,0
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,251.45071411132812,59204100,0.0,0
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,253.57833862304688,96883400,0.0,0
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,251.65113830566406,85613700,0.0,0
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,251.3171844482422,66136300,0.0,0
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,255.29576110839844,92473700,0.0,0
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,257.5378112792969,104012100,0.0,0
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,257.66180419921875,85782500,0.0,0
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,259.474609375,60744800,0.0,0
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,260.56231689453125,79552800,0.0,0
2019-02-06,272.7900085449219,273.3399963378906,271.9200134277344,272.739990234375,260.21881103515625,58347800,0.0,0
2019-02-07,270.94000244140625,271.54998779296875,268.2900085449219,270.1400146484375,257.73822021484375,95482000,0.0,0
2019-02-08,268.75,270.5799865722656,267.8299865722656,270.4700012207031,258.0530700683594,75788900,0.0,0
2019-02-11,271.20001220703125,271.489990234375,270.0299987792969,270.6199951171875,258.1961364746094,68021400,0.0,0
2019-02-12,272.4200134277344,274.5199890136719,272.3399963378906,274.1000061035156,261.5163879394531,72270200,0.0,0
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,262.3655700683594,65277200,0.0,0
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,261.7835998535156,83234400,0.0,0
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,264.6362609863281,97088700,0.0,0
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,265.09423828125,59120800,0.0,0
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,265.6285095214844,76610800,0.0,0
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,264.68402099609375,64214700,0.0,0
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,266.32501220703125,78114600,0.0,0
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,266.6875305175781,69030700,0.0,0
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,266.4967956542969,56844100,0.0,0
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,266.3822326660156,56921600,0.0,0
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,265.88616943359375,69268300,0.0,0
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,267.54632568359375,78880500,0.0,0
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,266.5731201171875,106494600,0.0,0
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,266.21051025390625,59114600,0.0,0
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,264.5981140136719,75039800,0.0,0
