date,open,high,low,close,volume
2021-09-15 09:30:00,11.3,11.75,11.125,11.675,-1
2021-09-15 09:31:00,11.675,11.925,11.3,11.45,-1
2021-09-15 09:32:00,11.45,11.525,11.05,11.1,-1
2021-09-15 09:33:00,11.1,11.275,11.025,11.225,-1
2021-09-15 09:34:00,11.225,11.4,11.175,11.2,-1
2021-09-15 09:35:00,11.2,11.25,10.85,11.175,-1
2021-09-15 09:36:00,11.175,11.225,10.95,10.975,-1
2021-09-15 09:37:00,10.975,11.025,10.7,10.9,-1
2021-09-15 09:38:00,10.9,10.925,10.6,10.85,-1
2021-09-15 09:39:00,10.85,10.975,10.65,10.875,-1
2021-09-15 09:40:00,10.875,11.025,10.8,10.925,-1
2021-09-15 09:41:00,10.925,10.925,10.675,10.75,-1
2021-09-15 09:42:00,10.75,10.775,10.575,10.575,-1
2021-09-15 09:43:00,10.575,10.725,10.475,10.625,-1
2021-09-15 09:44:00,10.625,10.7,10.5,10.525,-1
2021-09-15 09:45:00,10.525,10.775,10.5,10.725,-1
2021-09-15 09:46:00,10.725,10.825,10.7,10.8,-1
2021-09-15 09:47:00,10.8,10.8,10.7,10.775,-1
2021-09-15 09:48:00,10.775,11.0,10.65,10.7,-1
2021-09-15 09:49:00,10.7,10.775,10.625,10.675,-1
2021-09-15 09:50:00,10.675,10.7,10.525,10.525,-1
2021-09-15 09:51:00,10.525,10.55,10.425,10.45,-1
2021-09-15 09:52:00,10.45,10.45,10.225,10.225,-1
2021-09-15 09:53:00,10.225,10.275,10.175,10.2,-1
2021-09-15 09:54:00,10.2,10.275,10.1,10.1,-1
2021-09-15 09:55:00,10.1,10.275,10.05,10.075,-1
2021-09-15 09:56:00,10.075,10.25,10.025,10.125,-1
2021-09-15 09:57:00,10.125,10.275,10.125,10.275,-1
2021-09-15 09:58:00,10.275,10.375,10.25,10.375,-1
2021-09-15 09:59:00,10.375,10.425,10.325,10.425,-1
2021-09-15 10:00:00,10.425,10.525,10.275,10.3,-1
2021-09-15 10:01:00,10.3,10.325,10.175,10.175,-1
2021-09-15 10:02:00,10.175,10.375,10.175,10.375,-1
2021-09-15 10:03:00,10.375,10.375,10.275,10.275,-1
2021-09-15 10:04:00,10.275,10.325,10.225,10.225,-1
2021-09-15 10:05:00,10.225,10.225,10.125,10.175,-1
2021-09-15 10:06:00,10.175,10.225,10.075,10.075,-1
2021-09-15 10:07:00,10.075,10.175,10.075,10.175,-1
2021-09-15 10:08:00,10.175,10.225,10.075,10.125,-1
2021-09-15 10:09:00,10.125,10.275,10.125,10.225,-1
2021-09-15 10:10:00,10.225,10.325,10.225,10.275,-1
2021-09-15 10:11:00,10.275,10.275,10.075,10.075,-1
2021-09-15 10:12:00,10.075,10.1,9.875,9.925,-1
2021-09-15 10:13:00,9.925,9.95,9.8,9.925,-1
2021-09-15 10:14:00,9.925,9.975,9.8,9.825,-1
2021-09-15 10:15:00,9.825,9.9,9.8,9.875,-1
2021-09-15 10:16:00,9.875,9.925,9.75,9.9,-1
2021-09-15 10:17:00,9.9,9.9,9.825,9.875,-1
2021-09-15 10:18:00,9.875,9.875,9.8,9.825,-1
2021-09-15 10:19:00,9.825,9.9,9.75,9.825,-1
2021-09-15 10:20:00,9.825,9.95,9.775,9.925,-1
2021-09-15 10:21:00,9.925,9.975,9.85,9.85,-1
2021-09-15 10:22:00,9.85,9.875,9.825,9.875,-1
2021-09-15 10:23:00,9.875,9.9,9.8,9.8,-1
2021-09-15 10:24:00,9.8,9.925,9.75,9.8,-1
2021-09-15 10:25:00,9.8,9.95,9.775,9.9,-1
2021-09-15 10:26:00,9.9,9.975,9.85,9.875,-1
2021-09-15 10:27:00,9.875,9.925,9.85,9.875,-1
2021-09-15 10:28:00,9.875,9.9,9.775,9.8,-1
2021-09-15 10:29:00,9.8,9.8,9.625,9.7,-1
2021-09-15 10:30:00,9.7,9.825,9.675,9.775,-1
2021-09-15 10:31:00,9.775,9.85,9.75,9.75,-1
2021-09-15 10:32:00,9.75,9.775,9.675,9.675,-1
2021-09-15 10:33:00,9.675,9.675,9.5,9.6,-1
2021-09-15 10:34:00,9.6,9.725,9.575,9.725,-1
2021-09-15 10:35:00,9.725,9.875,9.7,9.875,-1
2021-09-15 10:36:00,9.875,9.875,9.775,9.875,-1
2021-09-15 10:37:00,9.875,9.95,9.825,9.925,-1
