date,open,high,low,close,volume
2021-09-20 09:30:00,7.125,9.7,6.075,7.1,-1
2021-09-20 09:31:00,7.1,7.85,6.35,7.675,-1
2021-09-20 09:32:00,7.675,8.125,6.975,7.95,-1
2021-09-20 09:33:00,7.95,7.95,7.625,7.8,-1
2021-09-20 09:34:00,7.8,7.825,7.45,7.575,-1
2021-09-20 09:35:00,7.575,7.85,7.575,7.725,-1
2021-09-20 09:36:00,7.725,7.775,7.45,7.575,-1
2021-09-20 09:37:00,7.575,7.575,7.375,7.525,-1
2021-09-20 09:38:00,7.525,7.65,7.275,7.65,-1
2021-09-20 09:39:00,7.65,7.75,7.65,7.75,-1
2021-09-20 09:40:00,7.75,7.8,7.525,7.725,-1
2021-09-20 09:41:00,7.725,7.8,7.625,7.675,-1
2021-09-20 09:42:00,7.675,7.7,7.55,7.55,-1
2021-09-20 09:43:00,7.55,7.65,7.375,7.525,-1
2021-09-20 09:44:00,7.525,7.7,7.525,7.675,-1
2021-09-20 09:45:00,7.675,7.75,7.6,7.6,-1
2021-09-20 09:46:00,7.6,7.6,7.425,7.425,-1
2021-09-20 09:47:00,7.425,7.5,7.375,7.425,-1
2021-09-20 09:48:00,7.425,7.5,7.2,7.225,-1
2021-09-20 09:49:00,7.225,7.3,7.175,7.275,-1
2021-09-20 09:50:00,7.275,7.325,7.025,7.2,-1
2021-09-20 09:51:00,7.2,7.275,7.175,7.225,-1
2021-09-20 09:52:00,7.225,7.3,7.125,7.175,-1
2021-09-20 09:53:00,7.175,7.175,7.0,7.05,-1
2021-09-20 09:54:00,7.05,7.2,7.05,7.125,-1
2021-09-20 09:55:00,7.125,7.125,6.925,6.975,-1
2021-09-20 09:56:00,6.975,7.05,6.825,6.825,-1
2021-09-20 09:57:00,6.825,6.95,6.825,6.925,-1
2021-09-20 09:58:00,6.925,7.2,6.9,7.175,-1
2021-09-20 09:59:00,7.175,7.175,7.1,7.125,-1
2021-09-20 10:00:00,7.125,7.225,7.075,7.125,-1
2021-09-20 10:01:00,7.125,7.175,7.05,7.125,-1
2021-09-20 10:02:00,7.125,7.15,7.05,7.1,-1
2021-09-20 10:03:00,7.1,7.275,7.025,7.05,-1
2021-09-20 10:04:00,7.05,7.15,6.7,6.95,-1
2021-09-20 10:05:00,6.95,7.05,6.825,7.05,-1
2021-09-20 10:06:00,7.05,7.05,6.775,6.8,-1
2021-09-20 10:07:00,6.8,6.9,6.625,6.75,-1
2021-09-20 10:08:00,6.75,6.775,6.65,6.7,-1
2021-09-20 10:09:00,6.7,6.775,6.675,6.75,-1
2021-09-20 10:10:00,6.75,6.75,6.7,6.7,-1
2021-09-20 10:11:00,6.7,6.7,6.65,6.65,-1
2021-09-20 10:12:00,6.65,6.9,6.65,6.7,-1
2021-09-20 10:13:00,6.7,6.75,6.65,6.7,-1
2021-09-20 10:14:00,6.7,6.8,6.675,6.8,-1
2021-09-20 10:15:00,6.8,6.8,6.7,6.75,-1
2021-09-20 10:16:00,6.75,6.75,6.55,6.575,-1
2021-09-20 10:17:00,6.575,6.575,6.5,6.55,-1
2021-09-20 10:18:00,6.55,6.775,6.5,6.55,-1
2021-09-20 10:19:00,6.55,6.55,6.5,6.5,-1
2021-09-20 10:20:00,6.5,6.6,6.4,6.4,-1
2021-09-20 10:21:00,6.4,6.475,6.4,6.45,-1
2021-09-20 10:22:00,6.45,6.45,6.35,6.35,-1
2021-09-20 10:23:00,6.35,6.45,6.35,6.4,-1
2021-09-20 10:24:00,6.4,6.45,6.35,6.4,-1
2021-09-20 10:25:00,6.4,6.45,6.35,6.4,-1
2021-09-20 10:26:00,6.4,6.5,6.375,6.45,-1
2021-09-20 10:27:00,6.45,6.65,6.4,6.65,-1
2021-09-20 10:28:00,6.65,6.65,6.55,6.6,-1
2021-09-20 10:29:00,6.6,6.65,6.55,6.65,-1
2021-09-20 10:30:00,6.65,6.65,6.55,6.6,-1
2021-09-20 10:31:00,6.6,6.6,6.5,6.55,-1
2021-09-20 10:32:00,6.55,6.55,6.45,6.5,-1
2021-09-20 10:33:00,6.5,6.6,6.5,6.525,-1
2021-09-20 10:34:00,6.525,6.6,6.5,6.575,-1
2021-09-20 10:35:00,6.575,6.675,6.55,6.65,-1
2021-09-20 10:36:00,6.65,6.7,6.6,6.6,-1
2021-09-20 10:37:00,6.6,6.65,6.6,6.65,-1
2021-09-20 10:38:00,6.65,6.65,6.6,6.6,-1
2021-09-20 10:39:00,6.6,6.65,6.6,6.65,-1
2021-09-20 10:40:00,6.65,6.65,6.55,6.55,-1
2021-09-20 10:41:00,6.55,6.6,6.425,6.45,-1
2021-09-20 10:42:00,6.45,6.5,6.45,6.475,-1
2021-09-20 10:43:00,6.475,6.55,6.425,6.425,-1
2021-09-20 10:44:00,6.425,6.45,6.4,6.4,-1
